contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
vMAG_77|N=2|L=18483	18683	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_54|N=2|L=18480	18680	No	NA	39	1	0	Low-quality	Genome-fragment	24.07	AAI-based (high-confidence)	0.0	1.0	
vMAG_84|N=3|L=23633	24033	Yes	16936	32	3	8	Low-quality	Genome-fragment	21.19	HMM-based (lower-bound)	29.53	1.0	
vMAG_35|N=4|L=26483	27083	No	NA	40	4	4	Low-quality	Genome-fragment	44.31	AAI-based (high-confidence)	0.0	1.0	
vMAG_178|N=3|L=81284	81684	Yes	24949	100	18	34	Medium-quality	Genome-fragment	57.5	HMM-based (lower-bound)	69.46	1.0	low-confidence Provirus
vMAG_167|N=3|L=46181	46581	No	NA	63	16	1	Medium-quality	Genome-fragment	83.18	AAI-based (high-confidence)	0.0	1.0	
vMAG_34|N=2|L=11633	11833	No	NA	16	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_82|N=3|L=20554	20954	No	NA	27	15	0	Low-quality	Genome-fragment	44.16	AAI-based (high-confidence)	0.0	1.0	low-confidence DTR
vMAG_155|N=2|L=16023	16223	No	NA	26	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_124|N=2|L=19403	19603	No	NA	30	13	0	Low-quality	Genome-fragment	41.39	AAI-based (medium-confidence)	0.0	1.0	
vMAG_203|N=2|L=24624	24824	No	NA	37	8	0	Medium-quality	Genome-fragment	50.11	AAI-based (high-confidence)	0.0	1.0	
vMAG_141|N=2|L=42758	42958	Yes	36307	61	9	5	Medium-quality	Genome-fragment	60.59	AAI-based (high-confidence)	15.48	1.0	
vMAG_204|N=4|L=134739	135339	No	NA	179	13	5	Medium-quality	Genome-fragment	74.6	AAI-based (high-confidence)	0.0	1.0	
