name	reference	contig_count	length	completion	contamination
k141_499850	contig_55938||full: 40801bp	1	6392	15.614813362417587	0.0
k141_71355	contig_44546||full: 55685bp	1	8694	15.60743467720212	0.0
k141_373449	contig_78995||full: 91182bp	1	14159	15.522800552740673	0.0
k141_1021204	contig_77602||full: 57775bp	1	8978	15.451319774989182	0.0
k141_1015711	contig_2101||0_partial: 79455bp	1	12235	15.393619029639419	0.0
k141_120856	contig_58165||full: 392152bp	1	60222	15.356290418001183	0.0
k141_276141	contig_40672||1_partial: 104069bp	1	15953	15.289855768768797	0.0
k141_1121906	contig_27449||0_partial: 96562bp	1	14582	15.084608852343573	0.0
k141_744517	contig_49245||full: 43144bp	1	6495	15.04728351566846	0.0
k141_470484	contig_62690||full: 34764bp	1	5563	15.044298699804395	0.0
k141_1004716	contig_4614||1_partial: 104596bp	1	15652	14.959463076981912	0.0
k141_531728	contig_73450||full: 73047bp	1	11051	14.931482470190426	0.0
k141_144731	contig_32130||0_partial: 59046bp	1	8947	14.927344782034346	0.0
k141_469309	contig_690||0_partial: 117181bp	1	17545	14.873571654107748	0.0
k141_68907	contig_2113||0_partial: 140237bp	1	21101	14.86198364197751	0.0
k141_379901	contig_78229||full: 161391bp	1	23924	14.769720740313897	0.0
k141_336254	contig_17806||full: 35601bp	1	5231	14.69059857869161	0.0
k141_1096536	contig_78988||full: 37410bp	1	5490	14.664528201015772	0.0
k141_242053	contig_66533||full: 52599bp	1	8362	14.625753341318276	0.0
k141_896710	contig_63133||0_partial: 36722bp	1	5739	14.571646424486683	0.0
k141_934580	contig_9213||full: 153441bp	1	22897	14.563904041292744	0.0
k141_261899	contig_77601||full: 36355bp	1	5282	14.517948012653004	0.0
k141_904541	contig_78722||full: 41754bp	1	6213	14.391435551084927	0.0
k141_1043999	contig_76424||full: 57645bp	1	8312	14.351635007372712	0.0
k141_327557	contig_15425||full: 90502bp	1	12926	14.280347395637666	0.0
k141_88236	contig_77794||full: 52016bp	1	7419	14.257151645647493	0.0
k141_654464	contig_78406||full: 50515bp	1	6710	14.233396020983866	0.0
k141_889387	contig_64137||full: 46823bp	1	6648	14.191743373982872	0.0
k141_236156	contig_14183||0_partial: 52665bp	1	8095	14.1498148675591	0.0
k141_994546	contig_74062||full: 40255bp	1	5694	14.137374239224942	0.0
k141_1168042	contig_78732||full: 162707bp	1	23114	14.136453871068854	0.0
k141_912330	contig_55462||full: 38751bp	1	5417	13.971252354777942	0.0
k141_237405	contig_78980||full: 58876bp	1	8190	13.90209932739996	0.0
k141_447315	contig_14435||0_partial: 58530bp	1	8120	13.866393302579873	0.0
k141_781800	contig_29066||full: 36430bp	1	5040	13.826516607191875	0.0
k141_283431	contig_1367||0_partial: 96349bp	1	13128	13.76454348254782	0.0
k141_250635	contig_78330||full: 55339bp	1	7469	13.742568532138275	0.0
k141_107001	contig_1421||1_partial: 93640bp	1	13186	13.580734728748398	0.0
k141_710762	contig_78887||full: 37179bp	1	5041	13.553350009413917	0.0
k141_621320	contig_10138||0_partial: 50923bp	1	6931	13.408479469002218	0.0
k141_242052	contig_66533||full: 52599bp	1	7109	13.331051921139185	0.0
k141_260502	contig_22218||0_partial: 92277bp	1	12290	13.317511405875788	0.0
k141_549529	contig_78755||full: 43792bp	1	5817	13.274113993423457	0.0
k141_616090	contig_16704||0_partial: 135891bp	1	17884	13.158340140259472	0.0
k141_252818	contig_73481||full: 76330bp	1	10018	13.154722913664353	0.0
k141_1168101	contig_11257||0_partial: 106724bp	1	13955	13.072973276863685	0.0
k141_466194	contig_41036||full: 117941bp	1	15447	13.072638013922216	0.0
k141_98921	scaffold_53983||0_partial: 55677bp	1	7764	12.944303751998133	0.0
k141_1021328	contig_75329||full: 144943bp	1	18751	12.899553617629	0.0
k141_800643	contig_645||0_partial: 173347bp	1	22532	12.867254697225796	0.0
k141_641999	contig_78317||full: 40561bp	1	5382	12.817731318261384	0.0
k141_904539	contig_78722||full: 41754bp	1	5345	12.793983809934378	0.0
k141_482239	contig_78722||full: 41754bp	1	5567	12.743689227379413	0.0
k141_1145397	contig_78865||full: 55613bp	1	7171	12.604966464675526	0.0
k141_61611	contig_74091||full: 160867bp	1	20083	12.482361205219219	0.0
k141_832617	contig_68624||full: 43301bp	1	5630	12.46853421399044	0.0
k141_762494	contig_78078||full: 136920bp	1	17285	12.4291557113643	0.0
k141_297942	contig_20342||full: 136198bp	1	16814	12.343793594619598	0.0
k141_145624	contig_13701||full: 168319bp	1	21596	12.317088385743737	0.0
k141_953515	contig_55938||full: 40801bp	1	5012	12.281561726428274	0.0
k141_60175	contig_16602||full: 114127bp	1	13925	12.164518475032201	0.0
k141_373613	contig_14183||0_partial: 52665bp	1	6685	12.140890534510586	0.0
k141_893558	contig_8144||0_partial: 84629bp	1	10263	12.12350376348533	0.0
k141_667620	contig_78877||full: 37656bp	1	5339	12.06713405566178	0.0
k141_180325	contig_69459||full: 71659bp	1	8629	12.04035780571875	0.0
k141_13763	contig_645||0_partial: 173347bp	1	20860	12.031359065919803	0.0
k141_1044186	contig_78995||full: 91182bp	1	10869	11.91682568928078	0.0
k141_14276	contig_68637||full: 117161bp	1	13856	11.905838973719924	0.0
k141_375910	contig_67816||full: 68537bp	1	8064	11.760071202416214	0.0
k141_1140447	contig_78451||full: 64223bp	1	7584	11.724771499307101	0.0
k141_985809	contig_34232||full: 100945bp	1	11816	11.70439348159889	0.0
k141_75110	contig_34232||full: 100945bp	1	11810	11.696468373866956	0.0
k141_1168076	contig_78978||full: 49209bp	1	5730	11.615761344469508	0.0
k141_210680	contig_1767||0_partial: 62786bp	1	7396	11.615646800242093	0.0
k141_276142	contig_40672||1_partial: 104069bp	1	12237	11.607683363922014	0.0
k141_340374	contig_7999||1_partial: 55950bp	1	6527	11.571045576407506	0.0
k141_102091	contig_78668||full: 98404bp	1	11641	11.506646071297915	0.0
k141_167456	contig_2136||0_partial: 322784bp	1	37112	11.495922970159612	0.0
k141_227153	contig_2363||0_partial: 147136bp	1	16738	11.375190300130491	0.0
k141_42049	contig_21362||full: 350468bp	1	41087	11.312302407067122	0.0
k141_938162	contig_4644||full: 46843bp	1	6533	11.222594624597058	0.0
k141_202651	contig_3693||0_partial: 275698bp	1	30981	11.124854006920616	0.0
k141_29877	contig_76959||full: 169670bp	1	21904	11.114516414215831	0.0
k141_272184	contig_3674||full: 113520bp	1	12936	11.072057787174066	0.0
k141_616104	contig_19756||0_partial: 108832bp	1	11956	10.982982946192296	0.0
k141_783207	contig_877||1_partial: 75741bp	1	8106	10.958397697416194	0.0
k141_985811	contig_34232||full: 100945bp	1	11061	10.956461439397692	0.0
k141_84124	contig_63397||full: 60793bp	1	6648	10.932179691740826	0.0
k141_862088	contig_60724||full: 159474bp	1	17778	10.905225930245683	0.0
k141_811625	contig_3567||1_partial: 48250bp	1	5192	10.746113989637307	0.0
k141_3849	contig_2013||0_partial: 111829bp	1	12393	10.630516234608196	0.0
k141_620604	contig_78477||full: 118948bp	1	12636	10.619766620708209	0.0
k141_496406	contig_78477||full: 118948bp	1	13142	10.58950129468339	0.0
k141_645242	contig_34782||full: 87230bp	1	10054	10.52619511635905	0.0
k141_160902	contig_78249||full: 51208bp	1	5396	10.523746289642244	0.0
k141_373451	contig_78995||full: 91182bp	1	9781	10.458204470180519	0.0
k141_62858	contig_5269||full: 208468bp	1	24809	10.42654028436019	0.0
k141_69838	contig_17190||full: 201664bp	1	20924	10.360798159314504	0.0
k141_215358	contig_18603||1_partial: 95685bp	1	9827	10.23671421852955	0.0
k141_1084256	contig_19894||full: 158480bp	1	16326	10.214538112064615	0.0
k141_340372	contig_7999||1_partial: 55950bp	1	5716	10.210902591599643	0.0
k141_221479	contig_2136||3_partial: 129886bp	1	13245	10.156598863618866	0.0
k141_140733	contig_1902||0_partial: 76336bp	1	7776	10.15248375602599	0.0
k141_819791	contig_61798||full: 52716bp	1	5321	10.0861218605357	0.0
k141_1168034	contig_10358||full: 122301bp	1	12214	9.985200448074831	0.0
k141_504070	contig_73910||full: 244398bp	1	24833	9.983715087684843	0.0
k141_819790	contig_61798||full: 52716bp	1	5521	9.94574702177707	0.0
k141_844848	contig_3892||0_partial: 97678bp	1	9610	9.834353692745552	0.0
k141_1168064	contig_78455||full: 253943bp	1	24771	9.79550529055733	0.0
k141_353322	contig_35439||0_partial: 108838bp	1	10782	9.777834947352947	0.0
k141_487877	contig_2125||0_partial: 336006bp	1	33204	9.72363588745439	0.0
k141_144732	contig_32130||0_partial: 59046bp	1	5541	9.495986180266232	0.0
k141_250634	contig_78330||full: 55339bp	1	5151	9.299047687887384	0.0
k141_546112	contig_32130||0_partial: 59046bp	1	5473	9.26565728415134	0.0
k141_60177	contig_16602||full: 114127bp	1	10556	9.246716377369072	0.0
k141_279006	contig_58165||full: 392152bp	1	35963	9.174758767008711	0.0
k141_470616	contig_1714||full: 81507bp	1	7374	9.04216815733618	0.0
k141_516267	contig_73910||full: 244398bp	1	22064	9.029533793238897	0.0
k141_474011	contig_7642||full: 183974bp	1	16543	8.964853729331319	0.0
k141_569818	contig_68637||full: 117161bp	1	10490	8.95093077047823	0.0
k141_282679	contig_74850||full: 61352bp	1	5467	8.90761507367323	0.0
k141_835031	contig_12||0_partial: 121479bp	1	10823	8.906889256579326	0.0
k141_382723	contig_78936||full: 73928bp	1	6577	8.892435883562385	0.0
k141_336115	contig_75117||full: 131656bp	1	11698	8.882238561098621	0.0
k141_934579	contig_9213||full: 153441bp	1	13199	8.598744794416096	0.0
k141_85844	contig_665||1_partial: 84800bp	1	7353	8.528301886792454	0.0
k141_29876	contig_76959||full: 169670bp	1	13417	8.507102021571285	0.0
k141_46672	contig_78916||full: 106336bp	1	9027	8.485367138128197	0.0
k141_859212	contig_9964||full: 166572bp	1	14081	8.452200850082846	0.0
k141_90906	contig_1714||full: 81507bp	1	6871	8.426270136307311	0.0
k141_629454	contig_75755||full: 92891bp	1	7817	8.410933244340141	0.0
k141_934251	contig_18603||1_partial: 95685bp	1	7856	8.38375920990751	0.0
k141_461392	contig_78972||full: 90025bp	1	7436	8.239933351846709	0.0
k141_502622	contig_58165||full: 392152bp	1	31270	8.225381994736734	0.0
k141_225482	contig_78229||full: 161391bp	1	13855	8.223506887001134	0.0
k141_461391	contig_78972||full: 90025bp	1	7351	8.159955567897805	0.0
k141_341116	contig_2136||1_partial: 282410bp	1	22968	8.132148295032046	0.0
k141_912282	contig_16638||full: 109701bp	1	9038	8.112961595609885	0.0
k141_1057743	contig_69459||full: 71659bp	1	5894	8.029696200058611	0.0
k141_912281	contig_16638||full: 109701bp	1	8752	7.974403150381492	0.0
k141_265394	contig_7642||full: 183974bp	1	14248	7.743485492515247	0.0
k141_991133	contig_27449||0_partial: 96562bp	1	7414	7.6727905387212365	0.0
k141_835032	contig_12||0_partial: 121479bp	1	9324	7.588142806575622	0.0
k141_1015712	contig_2101||0_partial: 79455bp	1	6005	7.555219935812724	0.0
k141_174139	contig_74452||full: 132041bp	1	10205	7.534023522996645	0.0
k141_514590	contig_60724||full: 159474bp	1	12013	7.5303811279581625	0.0
k141_75109	contig_34232||full: 100945bp	1	7540	7.465451483481104	0.0
k141_531727	contig_73450||full: 73047bp	1	5453	7.45821183621504	0.0
k141_859210	contig_9964||full: 166572bp	1	12436	7.440025934730927	0.0
k141_279004	contig_58165||full: 392152bp	1	27737	7.325220832738326	0.0
k141_382114	contig_22743||full: 181713bp	1	13583	7.309328446506304	0.0
k141_497465	contig_19894||full: 158480bp	1	11561	7.292402826855124	0.0
k141_42048	contig_21362||full: 350468bp	1	26581	7.238321330335437	0.0
k141_854620	contig_7681||0_partial: 129972bp	1	9396	7.226941187332656	0.0
k141_202653	contig_3693||0_partial: 275698bp	1	19896	7.215866636682167	0.0
k141_100950	contig_71464||full: 201965bp	1	14510	7.181937464412151	0.0
k141_353323	contig_35439||0_partial: 108838bp	1	7809	7.173046178724342	0.0
k141_3850	contig_2013||0_partial: 111829bp	1	7851	7.148414096522369	0.0
k141_182430	contig_73910||full: 244398bp	1	17444	7.136310444438989	0.0
k141_651058	contig_2136||2_partial: 141070bp	1	9860	6.988020131849437	0.0
k141_87020	contig_2342||0_partial: 197839bp	1	13717	6.932404632049293	0.0
k141_388187	contig_20235||0_partial: 225478bp	1	15600	6.91774807298273	0.0
k141_483484	contig_877||1_partial: 75741bp	1	5239	6.911712282647443	0.0
k141_845668	contig_74724||full: 104106bp	1	8522	6.8804871957428	0.0
k141_207710	contig_7642||full: 183974bp	1	12620	6.8591213975887895	0.0
k141_252817	contig_73481||full: 76330bp	1	5207	6.7823922442028035	0.0
k141_1034508	contig_44349||0_partial: 89698bp	1	6059	6.749314365983634	0.0
k141_276140	contig_40672||1_partial: 104069bp	1	6882	6.6100375712267825	0.0
k141_986085	contig_2299||0_partial: 106092bp	1	6963	6.5603438525053726	0.0
k141_502623	contig_58165||full: 392152bp	1	25724	6.550521226463208	0.0
k141_954027	contig_71464||full: 201965bp	1	13401	6.528358874062338	0.0
k141_156892	contig_21362||full: 350468bp	1	22813	6.508725475649703	0.0
k141_12895	contig_74452||full: 132041bp	1	9549	6.485864239137843	0.0
k141_845669	contig_74724||full: 104106bp	1	7003	6.430945382590821	0.0
k141_864619	contig_9383||full: 84715bp	1	5499	6.364870447972614	0.0
k141_156713	contig_20342||full: 136198bp	1	8669	6.362061116903332	0.0
k141_15381	contig_53512||0_partial: 99115bp	1	6219	6.270493870756193	0.0
k141_624714	contig_7642||full: 183974bp	1	11160	6.044332351310511	0.0
k141_225481	contig_78229||full: 161391bp	1	9692	5.930937908557478	0.0
k141_800644	contig_645||0_partial: 173347bp	1	10213	5.8893433402366355	0.0
k141_1137131	contig_59957||full: 387205bp	1	22816	5.877765008199791	0.0
k141_862089	contig_60724||full: 159474bp	1	9518	5.787150256468139	0.0
k141_469310	contig_690||0_partial: 117181bp	1	6995	5.7415451310366015	0.0
k141_156891	contig_21362||full: 350468bp	1	20081	5.729196388828652	0.0
k141_283432	contig_1367||0_partial: 96349bp	1	5928	5.712565776500016	0.0
k141_227155	contig_2363||0_partial: 147136bp	1	8397	5.705605698129622	0.0
k141_327556	contig_15425||full: 90502bp	1	5155	5.694901770126627	0.0
k141_227154	contig_2363||0_partial: 147136bp	1	8373	5.68997390169639	0.0
k141_279007	contig_58165||full: 392152bp	1	22325	5.626134764071074	0.0
k141_510807	contig_76959||full: 169670bp	1	9274	5.464136264513467	0.0
k141_929424	contig_34232||full: 100945bp	1	5410	5.26524344940314	0.0
k141_1027362	contig_78749||full: 99373bp	1	5141	5.169412214585451	0.0
k141_1145686	contig_34890||full: 145232bp	1	7198	5.1620854908009255	0.0
k141_5120	contig_2136||3_partial: 129886bp	1	6660	5.097547079746855	0.0
k141_133534	contig_5269||full: 208468bp	1	10224	4.982539286605139	0.0
k141_514589	contig_60724||full: 159474bp	1	7880	4.938109033447459	0.0
k141_558696	contig_78229||full: 161391bp	1	8095	4.772261154587307	0.0
k141_520974	contig_1421||0_partial: 297004bp	1	14095	4.744717242865416	0.0
k141_1043213	contig_14720||0_partial: 182106bp	1	8583	4.710443368148221	0.0
k141_850429	contig_16180||full: 188268bp	1	8942	4.702870376272123	0.0
k141_979213	contig_20235||0_partial: 225478bp	1	10588	4.694914803218052	0.0
k141_647689	contig_2316||0_partial: 160213bp	1	7494	4.6750263711434155	0.0
k141_840814	contig_71762||full: 180192bp	1	9016	4.66724382880483	0.0
k141_647688	contig_2316||0_partial: 160213bp	1	7437	4.6394487338730315	0.0
k141_388188	contig_20235||0_partial: 225478bp	1	10244	4.605770851258216	0.0
k141_429953	contig_16638||full: 109701bp	1	5679	4.597041047939399	0.0
k141_620603	contig_78477||full: 118948bp	1	5457	4.5557722702357335	0.0
k141_479410	contig_7642||full: 183974bp	1	9273	4.529444378009936	0.0
k141_207709	contig_7642||full: 183974bp	1	8200	4.454977333753683	0.0
k141_423714	contig_7681||0_partial: 129972bp	1	5532	4.2539931677592095	0.0
k141_840812	contig_71762||full: 180192bp	1	7652	4.246581424258569	0.0
k141_367450	contig_78622||full: 202434bp	1	8405	4.150982542458283	0.0
k141_619295	contig_3183||1_partial: 131834bp	1	5567	4.129435502222492	0.0
k141_465602	contig_15626||0_partial: 124959bp	1	5094	4.073336054225786	0.0
k141_850428	contig_16180||full: 188268bp	1	7326	3.890730235621561	0.0
k141_510808	contig_76959||full: 169670bp	1	6557	3.861613720752048	0.0
k141_228492	contig_60724||full: 159474bp	1	6167	3.8589362529315125	0.0
k141_6751	contig_22743||full: 181713bp	1	6685	3.6662209087957383	0.0
k141_979065	contig_2136||0_partial: 322784bp	1	11776	3.658793496579756	0.0
k141_859211	contig_9964||full: 166572bp	1	6047	3.6296616478159596	0.0
k141_237909	contig_20235||0_partial: 225478bp	1	8108	3.5945857245496233	0.0
k141_379902	contig_78229||full: 161391bp	1	5785	3.5819841255088574	0.0
k141_719078	contig_78229||full: 161391bp	1	5635	3.4122100984565433	0.0
k141_1043214	contig_14720||0_partial: 182106bp	1	6292	3.3601309127650927	0.0
k141_404973	contig_58165||full: 392152bp	1	12658	3.226555009282115	0.0
k141_624712	contig_7642||full: 183974bp	1	5922	3.2178459999782576	0.0
k141_100951	contig_71464||full: 201965bp	1	6373	3.154506969029287	0.0
k141_265393	contig_7642||full: 183974bp	1	5666	3.077065237479209	0.0
k141_1018486	contig_60724||full: 159474bp	1	5054	3.0468916563201525	0.0
k141_380089	contig_1421||0_partial: 297004bp	1	8713	2.9292534780676354	0.0
k141_213920	contig_22743||full: 181713bp	1	5194	2.8572529208146915	0.0
k141_121443	contig_7642||full: 183974bp	1	5056	2.752562862143564	0.0
k141_404975	contig_58165||full: 392152bp	1	10724	2.6986984638609517	0.0
k141_990436	contig_21362||full: 350468bp	1	8604	2.4544323590170856	0.0
k141_62857	contig_5269||full: 208468bp	1	5101	2.444979565209049	0.0
k141_516268	contig_73910||full: 244398bp	1	5972	2.3682681527672074	0.0
k141_979214	contig_20235||0_partial: 225478bp	1	5334	2.363866984805613	0.0
k141_990437	contig_21362||full: 350468bp	1	8234	2.3485739068902154	0.0
k141_106597	contig_2136||1_partial: 282410bp	1	6187	2.3115328777309587	0.0
k141_77057	contig_58165||full: 392152bp	1	8584	2.1879271302964156	0.0
k141_156890	contig_21362||full: 350468bp	1	7641	2.163678281612016	0.0
k141_1168062	contig_78455||full: 253943bp	1	5177	2.0374651004359245	0.0
k141_1119137	contig_74330||full: 379779bp	1	6947	1.8286951095242232	0.0
k141_77055	contig_58165||full: 392152bp	1	6979	1.778902058385524	0.0
k141_120855	contig_58165||full: 392152bp	1	6846	1.7365715334870153	0.0
k141_84468	contig_74330||full: 379779bp	1	5639	1.4742784619476064	0.0
k141_994871	None: 0bp	1	7645	0	0
k141_982781	None: 0bp	1	8075	0	0
k141_979066	None: 0bp	1	8876	0	0
k141_934581	None: 0bp	1	6542	0	0
k141_91190	None: 0bp	1	12387	0	0
k141_91189	None: 0bp	1	7668	0	0
k141_897298	None: 0bp	1	28359	0	0
k141_896709	None: 0bp	1	7386	0	0
k141_893559	None: 0bp	1	60990	0	0
k141_874563	None: 0bp	1	9212	0	0
k141_864209	None: 0bp	1	7373	0	0
k141_864208	None: 0bp	1	8524	0	0
k141_859880	None: 0bp	1	8603	0	0
k141_85751	None: 0bp	1	6699	0	0
k141_849035	None: 0bp	1	11960	0	0
k141_8477	None: 0bp	1	26204	0	0
k141_839226	None: 0bp	1	21141	0	0
k141_820654	None: 0bp	1	9164	0	0
k141_809206	None: 0bp	1	7654	0	0
k141_80872	None: 0bp	1	47000	0	0
k141_792102	None: 0bp	1	42323	0	0
k141_791957	None: 0bp	1	8425	0	0
k141_787451	None: 0bp	1	7406	0	0
k141_787450	None: 0bp	1	6016	0	0
k141_755554	None: 0bp	1	18971	0	0
k141_752287	None: 0bp	1	5283	0	0
k141_744937	None: 0bp	1	7610	0	0
k141_715680	None: 0bp	1	63162	0	0
k141_70023	None: 0bp	1	9314	0	0
k141_696506	None: 0bp	1	14055	0	0
k141_693949	None: 0bp	1	8185	0	0
k141_686848	None: 0bp	1	5503	0	0
k141_68222	None: 0bp	1	5768	0	0
k141_680493	None: 0bp	1	10342	0	0
k141_669860	None: 0bp	1	6471	0	0
k141_650469	None: 0bp	1	9386	0	0
k141_650468	None: 0bp	1	35566	0	0
k141_646575	None: 0bp	1	47884	0	0
k141_643846	None: 0bp	1	5426	0	0
k141_639109	None: 0bp	1	11766	0	0
k141_628553	None: 0bp	1	5853	0	0
k141_616950	None: 0bp	1	28475	0	0
k141_61613	None: 0bp	1	34452	0	0
k141_60950	None: 0bp	1	6942	0	0
k141_601347	None: 0bp	1	5324	0	0
k141_598960	None: 0bp	1	19166	0	0
k141_596126	None: 0bp	1	31134	0	0
k141_596125	None: 0bp	1	27314	0	0
k141_590944	None: 0bp	1	7534	0	0
k141_587539	None: 0bp	1	126000	0	0
k141_580164	None: 0bp	1	84524	0	0
k141_540767	None: 0bp	1	6053	0	0
k141_540766	None: 0bp	1	8863	0	0
k141_533896	None: 0bp	1	8121	0	0
k141_530528	None: 0bp	1	25299	0	0
k141_528659	None: 0bp	1	12159	0	0
k141_523429	None: 0bp	1	19707	0	0
k141_523428	None: 0bp	1	6350	0	0
k141_520552	None: 0bp	1	56244	0	0
k141_516675	None: 0bp	1	8293	0	0
k141_512671	None: 0bp	1	26947	0	0
k141_497810	None: 0bp	1	95632	0	0
k141_497809	None: 0bp	1	12852	0	0
k141_48847	None: 0bp	1	65180	0	0
k141_470185	None: 0bp	1	14696	0	0
k141_466192	None: 0bp	1	26987	0	0
k141_449729	None: 0bp	1	13397	0	0
k141_448921	None: 0bp	1	6280	0	0
k141_443010	None: 0bp	1	6905	0	0
k141_443008	None: 0bp	1	19386	0	0
k141_438780	None: 0bp	1	8499	0	0
k141_431431	None: 0bp	1	16400	0	0
k141_429952	None: 0bp	1	8695	0	0
k141_419732	None: 0bp	1	10196	0	0
k141_416929	None: 0bp	1	14310	0	0
k141_412457	None: 0bp	1	6142	0	0
k141_405137	None: 0bp	1	6153	0	0
k141_401729	None: 0bp	1	6506	0	0
k141_400302	None: 0bp	1	10034	0	0
k141_400301	None: 0bp	1	40347	0	0
k141_385026	None: 0bp	1	10608	0	0
k141_382115	None: 0bp	1	13036	0	0
k141_38156	None: 0bp	1	6619	0	0
k141_377431	None: 0bp	1	8641	0	0
k141_377044	None: 0bp	1	11579	0	0
k141_376398	None: 0bp	1	5646	0	0
k141_375743	None: 0bp	1	22202	0	0
k141_353618	None: 0bp	1	7867	0	0
k141_353617	None: 0bp	1	5890	0	0
k141_348541	None: 0bp	1	27201	0	0
k141_346106	None: 0bp	1	14060	0	0
k141_336038	None: 0bp	1	22610	0	0
k141_335305	None: 0bp	1	10809	0	0
k141_333609	None: 0bp	1	11409	0	0
k141_331993	None: 0bp	1	8363	0	0
k141_327891	None: 0bp	1	6502	0	0
k141_324894	None: 0bp	1	18528	0	0
k141_324893	None: 0bp	1	87710	0	0
k141_316584	None: 0bp	1	7972	0	0
k141_316583	None: 0bp	1	5259	0	0
k141_316383	None: 0bp	1	10155	0	0
k141_316382	None: 0bp	1	5323	0	0
k141_31477	None: 0bp	1	5902	0	0
k141_312414	None: 0bp	1	13744	0	0
k141_30812	None: 0bp	1	5904	0	0
k141_30341	None: 0bp	1	8754	0	0
k141_30340	None: 0bp	1	6316	0	0
k141_302251	None: 0bp	1	13018	0	0
k141_292208	None: 0bp	1	7524	0	0
k141_281972	None: 0bp	1	5669	0	0
k141_281971	None: 0bp	1	7218	0	0
k141_277509	None: 0bp	1	45899	0	0
k141_261900	None: 0bp	1	12483	0	0
k141_253740	None: 0bp	1	9557	0	0
k141_252787	None: 0bp	1	42689	0	0
k141_250489	None: 0bp	1	10568	0	0
k141_250488	None: 0bp	1	14048	0	0
k141_249933	None: 0bp	1	15572	0	0
k141_217931	None: 0bp	1	5941	0	0
k141_201290	None: 0bp	1	5912	0	0
k141_201289	None: 0bp	1	6130	0	0
k141_191867	None: 0bp	1	59732	0	0
k141_185235	None: 0bp	1	17214	0	0
k141_167257	None: 0bp	1	6252	0	0
k141_167256	None: 0bp	1	7545	0	0
k141_15980	None: 0bp	1	7478	0	0
k141_153412	None: 0bp	1	44759	0	0
k141_153407	None: 0bp	1	25414	0	0
k141_153406	None: 0bp	1	17191	0	0
k141_149053	None: 0bp	1	73348	0	0
k141_145625	None: 0bp	1	15258	0	0
k141_140734	None: 0bp	1	6018	0	0
k141_140020	None: 0bp	1	5084	0	0
k141_140019	None: 0bp	1	7228	0	0
k141_140018	None: 0bp	1	13122	0	0
k141_137444	None: 0bp	1	6833	0	0
k141_137443	None: 0bp	1	25298	0	0
k141_134739	None: 0bp	1	8165	0	0
k141_134738	None: 0bp	1	9520	0	0
k141_134737	None: 0bp	1	12982	0	0
k141_134736	None: 0bp	1	17359	0	0
k141_133791	None: 0bp	1	59282	0	0
k141_133790	None: 0bp	1	35053	0	0
k141_129995	None: 0bp	1	51954	0	0
k141_129357	None: 0bp	1	50059	0	0
k141_126927	None: 0bp	1	43177	0	0
k141_124035	None: 0bp	1	13183	0	0
k141_120909	None: 0bp	1	15977	0	0
k141_1168049	None: 0bp	1	24919	0	0
k141_1168026	None: 0bp	1	36559	0	0
k141_1168025	None: 0bp	1	5223	0	0
k141_1168024	None: 0bp	1	9743	0	0
k141_1168006	None: 0bp	1	21399	0	0
k141_1168005	None: 0bp	1	31032	0	0
k141_1164692	None: 0bp	1	8284	0	0
k141_1161116	None: 0bp	1	11701	0	0
k141_1147139	None: 0bp	1	48411	0	0
k141_1145591	None: 0bp	1	42769	0	0
k141_1140445	None: 0bp	1	32801	0	0
k141_1118276	None: 0bp	1	7303	0	0
k141_1118275	None: 0bp	1	5976	0	0
k141_1112643	None: 0bp	1	6967	0	0
k141_1090205	None: 0bp	1	7564	0	0
k141_106070	None: 0bp	1	6985	0	0
k141_1059933	None: 0bp	1	8937	0	0
k141_1055023	None: 0bp	1	23959	0	0
k141_1055022	None: 0bp	1	13042	0	0
k141_103228	None: 0bp	1	16146	0	0
k141_103227	None: 0bp	1	8955	0	0
k141_101676	None: 0bp	1	8715	0	0
k141_1016452	None: 0bp	1	7192	0	0
k141_1014265	None: 0bp	1	26241	0	0
k141_101133	None: 0bp	1	8868	0	0
k141_100810	None: 0bp	1	10590	0	0
k141_1004249	None: 0bp	1	17967	0	0
